기준일자,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
20220501,KR7098120009,A098120,(주)마이크로컨텍솔루션,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",20080923,KOSDAQ,주권,벤처기업부,보통주,500,8312766
20220501,KR7131100000,A131100,(주)스카이이앤엠,스카이이앤엠,"SKY E&M Co., Ltd.",20110614,KOSDAQ,주권,관리종목(소속부없음),보통주,500,12250629
20220501,KR7009520008,A009520,(주)포스코엠텍,포스코엠텍,"POSCO M-TECH CO.,LTD.",19971110,KOSDAQ,주권,우량기업부,보통주,500,41642703
20220501,KR7095570008,A095570,AJ네트웍스보통주,AJ네트웍스,"AJ Networks Co.,Ltd.",20150821,KOSPI,주권,\N,보통주,1000,46822295
20220501,KR7006840003,A006840,AK홀딩스보통주,AK홀딩스,"AK Holdings, Inc.",19990811,KOSPI,주권,\N,보통주,5000,13247561
20220501,KR7282330000,A282330,BGF리테일보통주,BGF리테일,BGF Retail,20171208,KOSPI,주권,\N,보통주,1000,17283906
20220501,KR7027410000,A027410,BGF보통주,BGF,BGF,20140519,KOSPI,주권,\N,보통주,1000,95716791
20220501,KR7138930003,A138930,BNK금융지주보통주,BNK금융지주,BNK Financial Group Inc.,20110330,KOSPI,주권,\N,보통주,5000,325935246
20220501,KR7001461003,A001465,BYC1우선주,BYC우,BYC(1P),19890905,KOSPI,주권,\N,구형우선주,5000,215385
20220501,KR7001460005,A001460,BYC보통주,BYC,BYC,19750602,KOSPI,주권,\N,보통주,5000,624615
20220501,KR7001041003,A001045,CJ1우선주,CJ우,CJ(1P),19890818,KOSPI,주권,\N,구형우선주,5000,2260223
20220501,KR700104K010,A00104K,CJ4우선주(전환),CJ4우(전환),CJ(4PC),20190809,KOSPI,주권,\N,신형우선주,5000,4226512
20220501,KR7001040005,A001040,CJ보통주,CJ,CJ Corp.,19730629,KOSPI,주권,\N,보통주,5000,29176998
20220501,KR7011151008,A011155,CJ씨푸드1우선주,CJ씨푸드1우,CJSEAFOODCORPORATION(1P),19900113,KOSPI,주권,\N,구형우선주,500,200000
20220501,KR7011150000,A011150,CJ씨푸드보통주,CJ씨푸드,CJSEAFOODCORPORATION,19881126,KOSPI,주권,\N,보통주,500,35930773
20220501,KR7058820002,A058820,CMG제약,CMG제약,"CMG Pharmaceutical Co., Ltd.",20010831,KOSDAQ,주권,우량기업부,보통주,500,138892244
20220501,KR7000590000,A000590,CS홀딩스보통주,CS홀딩스,CSHOLDINGS,19751222,KOSPI,주권,\N,보통주,5000,1154482
20220501,KR7012030003,A012030,DB Inc.보통주,DB,DB Inc.,19930106,KOSPI,주권,\N,보통주,500,201173933
20220501,KR7016610008,A016610,DB금융투자보통주,DB금융투자,"DB Financial Investment Co., LTD.",19880627,KOSPI,주권,\N,보통주,5000,42446389
20220501,KR7005830005,A005830,DB손해보험보통주,DB손해보험,DB INSURANCE,19730628,KOSPI,주권,\N,보통주,500,70800000
20220501,KR7000991000,A000995,DB하이텍1우선주,DB하이텍1우,"DB HiTek Co.,LTD(1P)",20070521,KOSPI,주권,\N,구형우선주,5000,112316
20220501,KR7000990002,A000990,DB하이텍보통주,DB하이텍,"DB HiTek Co.,LTD",19751212,KOSPI,주권,\N,보통주,5000,44398588
20220501,KR7139130009,A139130,DGB금융지주보통주,DGB금융지주,DGB Financial Group,20110607,KOSPI,주권,\N,보통주,5000,169145833
20220501,KR7001530005,A001530,DI동일보통주,DI동일,DI DONGIL,19640104,KOSPI,주권,\N,보통주,500,25568270
20220501,KR7000211003,A000215,DL1우선주,DL우,DL(1P),19890821,KOSPI,주권,\N,구형우선주,5000,1686115
20220501,KR7001880004,A001880,DL건설보통주,DL건설,DLConstruction,19771222,KOSPI,주권,\N,보통주,5000,22053284
20220501,KR7000210005,A000210,DL보통주,DL,DL,19760202,KOSPI,주권,\N,보통주,5000,20955884
20220501,KR737550K011,A37550K,DL이앤씨1우선주,DL이앤씨우,"DL E&C CO., LTD.(1P)",20210125,KOSPI,주권,\N,종류주권,5000,2113885
20220501,KR737550K029,A37550L,DL이앤씨2우선주(전환),DL이앤씨2우(전환),DL E&C(2PC),20220428,KOSPI,주권,\N,신형우선주,5000,2111951
20220501,KR7375500006,A375500,DL이앤씨보통주,DL이앤씨,"DL E&C CO., LTD.",20210125,KOSPI,주권,\N,보통주,5000,38693623
20220501,KR7155660004,A155660,DSR보통주,DSR,DSR CORP,20130515,KOSPI,주권,\N,보통주,500,16000000
20220501,KR7069730000,A069730,DSR제강보통주,DSR제강,DSRWIRECORP,20030128,KOSPI,주권,\N,보통주,500,14400000
20220501,KR7017940008,A017940,E1보통주,E1,E1Corporation,19970827,KOSPI,주권,\N,보통주,5000,6860000
20220501,KR7365550003,A365550,ESR켄달스퀘어리츠보통주,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,20201223,KOSPI,부동산투자회사,\N,보통주,1000,213089000
20220501,KR7050120005,A050120,ES큐브,ES큐브,ES CUBE,20020425,KOSDAQ,주권,중견기업부,보통주,5000,13564086
20220501,KR7383220001,A383220,F&F보통주,F&F,F&F,20210521,KOSPI,주권,\N,보통주,100,38307075
20220501,KR7007700008,A007700,F&F홀딩스,F&F홀딩스,F&F Holdings,19841004,KOSPI,주권,\N,보통주,500,39114367
20220501,KR7078931003,A078935,GS1우선주,GS우,GS Holdings(1P),20040805,KOSPI,주권,\N,구형우선주,5000,1784826
20220501,KR7006360002,A006360,GS건설보통주,GS건설,GS Engineering & Construction Corp,19810803,KOSPI,주권,\N,보통주,5000,85581490
20220501,KR7078930005,A078930,GS보통주,GS,GS Holdings,20040805,KOSPI,주권,\N,보통주,5000,92915378
20220501,KR7012630000,A012630,HDC보통주,HDC,"HDC HOLDINGS CO.,Ltd",19961016,KOSPI,주권,\N,보통주,5000,59741721
20220501,KR7294870001,A294870,HDC현대산업개발보통주,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,20180612,KOSPI,주권,\N,보통주,5000,65907330
20220501,KR7097230007,A097230,HJ중공업보통주,HJ중공업,HJ SHIPBUILDING & CONSTRUCTION,20070831,KOSPI,주권,\N,보통주,5000,83274281
20220501,KR7343090007,A343090,HLB사이언스,HLB사이언스,HLB SCIENCE,20200424,KONEX,주권,일반기업부,보통주,500,11360650
20220501,KR7003560000,A003560,IHQ보통주,IHQ,IHQ,19731218,KOSPI,주권,\N,보통주,500,151378606
20220501,KR7175330000,A175330,JB금융지주보통주,JB금융지주,"JB Financial Group Co., Ltd.",20130718,KOSPI,주권,\N,보통주,5000,196982894
20220501,KR7234080000,A234080,JW생명과학보통주,JW생명과학,JW LIFESCIENCE,20161027,KOSPI,주권,\N,보통주,2500,15834554
20220501,KR7001061001,A001065,JW중외제약1우선주,JW중외제약우,JWPHARMACEUTICAL(1P),19941021,KOSPI,주권,\N,구형우선주,2500,182735
20220501,KR7001062009,A001067,JW중외제약2우선주(신형),JW중외제약2우B,JWPHARMACEUTICAL(2PB),19980413,KOSPI,주권,\N,신형우선주,2500,102927
20220501,KR7001060003,A001060,JW중외제약보통주,JW중외제약,JWPHARMACEUTICAL,19760614,KOSPI,주권,\N,보통주,2500,22178081
20220501,KR7096760004,A096760,JW홀딩스 보통주,JW홀딩스,JW HOLDINGS CORPORATION,20070731,KOSPI,주권,\N,보통주,500,70444706
20220501,KR7105560007,A105560,KB금융지주 보통주,KB금융,KB Financial Group,20081010,KOSPI,주권,\N,보통주,5000,412352494
20220501,KR7024120008,A024120,KB오토시스,KB오토시스,"KB Autosys Co.,Ltd",19941207,KOSDAQ,주권,우량기업부,보통주,500,11500000
20220501,KR7009070004,A009070,KCTC 보통주,KCTC,KCTC,19780929,KOSPI,주권,\N,보통주,500,30000000
20220501,KR7044180008,A044180,KD,KD,KD Corporation,20001116,KOSDAQ,주권,중견기업부,보통주,500,24848641
20220501,KR7016381006,A016385,KG스틸1우선주,KG스틸우,KG DONGBUSTEEL(1P),19890921,KOSPI,주권,\N,구형우선주,5000,53385
20220501,KR7016380008,A016380,KG스틸보통주,KG스틸,KG DONGBUSTEEL,19860203,KOSPI,주권,\N,보통주,5000,100008897
20220501,KR7001390004,A001390,KG케미칼보통주,KG케미칼,KG Chemical,19890825,KOSPI,주권,\N,보통주,5000,13866096
20220501,KR7033180001,A033180,KH 필룩스보통주,KH 필룩스,"KH FEELUX Co.,Ltd.",20011226,KOSPI,주권,\N,보통주,500,149288931
20220501,KR7001940006,A001940,KISCO홀딩스보통주,KISCO홀딩스,KISCO Holdings,19891113,KOSPI,주권,\N,보통주,1000,16176380
20220501,KR7025000001,A025000,KPX케미칼보통주,KPX케미칼,KPXCHEMICAL,19941227,KOSPI,주권,\N,보통주,5000,4840000
20220501,KR7092230002,A092230,KPX홀딩스보통주,KPX홀딩스,KPXHOLDINGS,20061012,KOSPI,주권,\N,보통주,5000,4224646
20220501,KR7000040006,A000040,KR모터스보통주,KR모터스,KR MOTORS,19760525,KOSPI,주권,\N,보통주,500,96137368
20220501,KR7093050003,A093050,LF보통주,LF,LF,20061201,KOSPI,주권,\N,보통주,5000,29240000
20220501,KR7003551009,A003555,LG1우선주,LG우,LG Corp.(1P),19881118,KOSPI,주권,\N,구형우선주,5000,3021620
20220501,KR7034220004,A034220,LG디스플레이보통주,LG디스플레이,LG Display,20040723,KOSPI,주권,\N,보통주,5000,357815700
20220501,KR7003550001,A003550,LG보통주,LG,LG Corp.,19700213,KOSPI,주권,\N,보통주,5000,157300993
20220501,KR7051901007,A051905,LG생활건강1우선주,LG생활건강우,"LGHOUSEHOLD&HEALTHCARE,LTD(1P)",20010425,KOSPI,주권,\N,구형우선주,5000,2099697
20220501,KR7051900009,A051900,LG생활건강보통주,LG생활건강,"LGHOUSEHOLD&HEALTHCARE,LTD",20010425,KOSPI,주권,\N,보통주,5000,15618197
20220501,KR7373220003,A373220,LG에너지솔루션보통주,LG에너지솔루션,LG Energy Solution,20220127,KOSPI,주권,\N,보통주,500,234000000
20220501,KR7032640005,A032640,LG유플러스보통주,LG유플러스,LG Uplus,20080421,KOSPI,주권,\N,보통주,5000,436611361
20220501,KR7011070000,A011070,LG이노텍보통주,LG이노텍,LG Innotek,20080724,KOSPI,주권,\N,보통주,5000,23667107
20220501,KR7066571001,A066575,LG전자1우선주,LG전자우,LGELECTRONICS(1P),20020422,KOSPI,주권,\N,구형우선주,5000,17185992
20220501,KR7066570003,A066570,LG전자보통주,LG전자,LGELECTRONICS,20020422,KOSPI,주권,\N,보통주,5000,163647814
20220501,KR7051911006,A051915,LG화학1우선주,LG화학우,"LGCHEM,LTD(1P)",20010425,KOSPI,주권,\N,구형우선주,5000,7688800
20220501,KR7051910008,A051910,LG화학보통주,LG화학,"LGCHEM,LTD",20010425,KOSPI,주권,\N,보통주,5000,70592343
20220501,KR7079550000,A079550,LIG넥스원보통주,LIG넥스원,"LIG Nex1 Co., Ltd.",20151002,KOSPI,주권,\N,보통주,5000,22000000
20220501,KR7010120004,A010120,LS ELECTRIC보통주,LS ELECTRIC,LS ELECTRIC,19940711,KOSPI,주권,\N,보통주,5000,30000000
20220501,KR7000680009,A000680,LS네트웍스보통주,LS네트웍스,LSNetworks,19731115,KOSPI,주권,\N,보통주,5000,78803016
20220501,KR7006260004,A006260,LS보통주,LS,LS,19770630,KOSPI,주권,\N,보통주,5000,32200000
20220501,KR7001120005,A001120,LX인터내셔널보통주,LX인터내셔널,LX INTERNATIONAL CORP.,19760130,KOSPI,주권,\N,보통주,5000,38760000
20220501,KR7023150006,A023150,MH에탄올보통주,MH에탄올,MHETHANOL,19961224,KOSPI,주권,\N,보통주,500,7378526
20220501,KR7035420009,A035420,NAVER보통주,NAVER,NAVER,20081128,KOSPI,주권,\N,보통주,100,164049085
20220501,KR7181710005,A181710,NHN보통주,NHN,NHN,20130829,KOSPI,주권,\N,보통주,500,37517915
20220501,KR7338100001,A338100,NH프라임리츠보통주,NH프라임리츠,NH Prime REIT,20191205,KOSPI,부동산투자회사,\N,보통주,500,18660000
20220501,KR7034310003,A034310,NICE보통주,NICE,NICEHoldings,20040204,KOSPI,주권,\N,보통주,500,37882300
20220501,KR7008260002,A008260,NI스틸보통주,NI스틸,NI STEEL,19750628,KOSPI,주권,\N,보통주,500,28600117
20220501,KR7004251005,A004255,NPC1우선주,NPC우,NPC(1P),19900115,KOSPI,주권,\N,구형우선주,500,5280000
20220501,KR7004250007,A004250,NPC보통주,NPC,NPC,19690908,KOSPI,주권,\N,보통주,500,36720000
20220501,KR7010060002,A010060,OCI보통주,OCI,OCI,19850709,KOSPI,주권,\N,보통주,5000,23849371
20220501,KR7010951002,A010955,S-Oil1우선주,S-Oil우,S-Oil(1P),19920528,KOSPI,주권,\N,구형우선주,2500,4021927
20220501,KR7010950004,A010950,S-Oil보통주,S-Oil,S-OilCorporation,19870527,KOSPI,주권,\N,보통주,2500,112582792
20220501,KR8392070007,A950110,SBI핀테크솔루션즈,SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",20121217,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,\N,24052540
20220501,KR7005090006,A005090,SGC에너지보통주,SGC에너지,SGC Energy,19930106,KOSPI,주권,\N,보통주,5000,14677004
20220501,KR7001380005,A001380,SG글로벌보통주,SG글로벌,SG GLOBAL,19760629,KOSPI,주권,\N,보통주,500,44964143
20220501,KR7001770007,A001770,SHD보통주,SHD,SHIN HWA DYNAMICS,19881123,KOSPI,주권,\N,보통주,5000,1214878
20220501,KR7002360006,A002360,SH에너지화학보통주,SH에너지화학,SH ENERGY & CHEMICAL,19851223,KOSPI,주권,\N,보통주,500,111133730
20220501,KR7009160003,A009160,SIMPAC보통주,SIMPAC,SIMPACInc,19890729,KOSPI,주권,\N,보통주,500,65429516
20220501,KR7123700007,A123700,SJM보통주,SJM,"SJM CO.,LTD",20100531,KOSPI,주권,\N,보통주,500,15604898
20220501,KR7025530007,A025530,SJM홀딩스보통주,SJM홀딩스,SJM HOLDINGS,19970212,KOSPI,주권,\N,보통주,500,14934008
20220501,KR703473K016,A03473K,SK1우선주,SK우,SK(1P),20150817,KOSPI,주권,\N,종류주권,200,566135
20220501,KR7011790003,A011790,SKC보통주,SKC,SKC,19970718,KOSPI,주권,\N,보통주,5000,37868298
20220501,KR7018670000,A018670,SK가스보통주,SK가스,SKGas,19970827,KOSPI,주권,\N,보통주,5000,9230244
20220501,KR7001741008,A001745,SK네트웍스1우선주,SK네트웍스우,"SKNetworksCo.,Ltd(1P)",19891221,KOSPI,주권,\N,구형우선주,2500,113648
20220501,KR7001740000,A001740,SK네트웍스보통주,SK네트웍스,"SKNetworksCo.,Ltd",19770630,KOSPI,주권,\N,보통주,2500,248187647
20220501,KR7210980009,A210980,SK디앤디보통주,SK디앤디,"SK D&D Co., Ltd",20150623,KOSPI,주권,\N,보통주,1000,22190164
20220501,KR7395400005,A395400,SK리츠보통주,SK리츠,SK REIT,20210914,KOSPI,부동산투자회사,\N,보통주,500,155020532
20220501,KR7034730002,A034730,SK보통주,SK,SK,20091111,KOSPI,주권,\N,보통주,200,74149329
20220501,KR7402340004,A402340,SK스퀘어보통주,SK스퀘어,SKSQUARE,20211129,KOSPI,주권,\N,보통주,100,141467571
20220501,KR7260870001,A260870,SK시그넷,SK시그넷,SK Signet,20170830,KONEX,주권,일반기업부,보통주,500,5785424
20220501,KR7361610009,A361610,SK아이이테크놀로지보통주,SK아이이테크놀로지,SK ie technology,20210511,KOSPI,주권,\N,보통주,1000,71297592
20220501,KR7096771001,A096775,SK이노베이션 1우선주,SK이노베이션우,SK Innovation(1P),20070725,KOSPI,주권,\N,구형우선주,5000,1248426
20220501,KR7096770003,A096770,SK이노베이션 보통주,SK이노베이션,SK Innovation,20070725,KOSPI,주권,\N,보통주,5000,92465564
20220501,KR7001511005,A001515,SK증권1우선주,SK증권우,SKSecurities(1P),19890829,KOSPI,주권,\N,구형우선주,500,3912514
20220501,KR7001510007,A001510,SK증권보통주,SK증권,SKSecurities,19860920,KOSPI,주권,\N,보통주,500,472590171
20220501,KR728513K010,A28513K,SK케미칼1우선주,SK케미칼우,SKCHEMICALS(1P),20180105,KOSPI,주권,\N,종류주권,5000,2115429
20220501,KR7285130001,A285130,SK케미칼보통주,SK케미칼,SKCHEMICALS,20180105,KOSPI,주권,\N,보통주,5000,17620780
20220501,KR7017670001,A017670,SK텔레콤보통주,SK텔레콤,SKTelecom,19891107,KOSPI,주권,\N,보통주,100,218833144
20220501,KR7064960008,A064960,SNT모티브보통주,SNT모티브,SNT MOTIV,20020311,KOSPI,주권,\N,보통주,5000,14623136
20220501,KR7100840008,A100840,SNT에너지보통주,SNT에너지,"SNTEnergy Co.,Ltd.",20080222,KOSPI,주권,\N,보통주,500,7506711
20220501,KR7003570009,A003570,SNT중공업보통주,SNT중공업,SNT DYNAMICS,19760708,KOSPI,주권,\N,보통주,2500,33252697
20220501,KR7036530004,A036530,SNT홀딩스보통주,SNT홀딩스,SNT Holdings,20021022,KOSPI,주권,\N,보통주,500,16303886
20220501,KR7005610001,A005610,SPC삼립보통주,SPC삼립,SPC SAMLIP,19750502,KOSPI,주권,\N,보통주,5000,8629009
20220501,KR7011810009,A011810,STX보통주,STX,STX,19900912,KOSPI,주권,\N,보통주,2500,28621454
20220501,KR7077970002,A077970,STX엔진보통주,STX엔진,"STXEngineCo.,Ltd",20040510,KOSPI,주권,\N,보통주,2500,23008904
20220501,KR7071970008,A071970,STX중공업보통주,STX중공업,STX Heavy Industries,20090515,KOSPI,주권,\N,보통주,2500,28365976
20220501,KR7084870005,A084870,TBH글로벌보통주,TBH글로벌,TBH GLOBAL,20051219,KOSPI,주권,\N,보통주,500,20856819
20220501,KR7002710002,A002710,TCC스틸보통주,TCC스틸,TCC STEEL,19841221,KOSPI,주권,\N,보통주,1000,23500000
20220501,KR7024070005,A024070,WISCOM보통주,WISCOM,WISCOM,19961122,KOSPI,주권,\N,보통주,500,15326438
20220501,KR7079940003,A079940,가비아,가비아,"GABIA, Inc.",20051019,KOSDAQ,주권,우량기업부,보통주,500,13535684
20220501,KR7078890001,A078890,가온미디어,가온미디어,"KAON Media Co., Ltd.",20050712,KOSDAQ,주권,우량기업부,보통주,500,16155561
20220501,KR7000500009,A000500,가온전선보통주,가온전선,GAONCABLE,19870608,KOSPI,주권,\N,보통주,5000,4160347
20220501,KR7036620003,A036620,감성코퍼레이션,감성코퍼레이션,GAMSUNG Corporation,20000111,KOSDAQ,주권,중견기업부,보통주,500,79626260
20220501,KR7000860007,A000860,강남제비스코보통주,강남제비스코,KANGNAM JEVISCO,19751112,KOSPI,주권,\N,보통주,1000,6500000
20220501,KR7217730001,A217730,강스템바이오텍,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",20151221,KOSDAQ,주권,기술성장기업부,보통주,500,37937925
20220501,KR7035250000,A035250,강원랜드보통주,강원랜드,"Kangwon Land, Inc.",20030904,KOSPI,주권,\N,보통주,500,213940500
20220501,KR7114190002,A114190,강원에너지,강원에너지,KANGWON ENERGY,20091120,KOSDAQ,주권,관리종목(소속부없음),보통주,500,26123038
20220501,KR7094480001,A094480,갤럭시아머니트리,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",20070720,KOSDAQ,주권,우량기업부,보통주,500,39229838
20220501,KR7011420007,A011420,갤럭시아에스엠보통주,갤럭시아에스엠,GALAXIA SM,19891114,KOSPI,주권,\N,보통주,500,27549644
20220501,KR7039240007,A039240,경남스틸,경남스틸,"Kyeong Nam Steel Co., LTD",20000307,KOSDAQ,주권,우량기업부,보통주,100,26979604
20220501,KR7053950002,A053950,경남제약,경남제약,"KYUNG NAM PHARM.CO.,LTD.",20011106,KOSDAQ,주권,중견기업부,보통주,500,30849565
20220501,KR7002100006,A002100,경농보통주,경농,Kyungnong,19770630,KOSPI,주권,\N,보통주,500,19522575
20220501,KR7009450008,A009450,경동나비엔보통주,경동나비엔,KYUNGDONGNAVIEN,19930831,KOSPI,주권,\N,보통주,1000,14568592
20220501,KR7267290005,A267290,경동도시가스보통주,경동도시가스,KYUNGDONG CITY GAS,20170512,KOSPI,주권,\N,보통주,2500,5895406
20220501,KR7012320008,A012320,경동인베스트보통주,경동인베스트,KYUNGDONG INVEST,19970307,KOSPI,주권,\N,보통주,5000,2365023
20220501,KR7011040003,A011040,경동제약,경동제약,KyungdongPharm,19921218,KOSDAQ,주권,우량기업부,보통주,500,30768766
20220501,KR7000050005,A000050,경방보통주,경방,Kyungbang,19560303,KOSPI,주권,\N,보통주,500,27415270
20220501,KR7214390007,A214390,경보제약보통주,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",20150629,KOSPI,주권,\N,보통주,500,23906860
20220501,KR7012610002,A012610,경인양행보통주,경인양행,KyunginSynthetic,19951005,KOSPI,주권,\N,보통주,500,41596365
20220501,KR7009140005,A009140,경인전자보통주,경인전자,KyunginElectronics,19890620,KOSPI,주권,\N,보통주,5000,1570797
20220501,KR7024910002,A024910,경창산업,경창산업,KyungchangIndustrial,19941229,KOSDAQ,주권,중견기업부,보통주,500,35819005
20220501,KR7013580006,A013580,계룡건설산업보통주,계룡건설,KyeryongConstructionIndustrial,19960130,KOSPI,주권,\N,보통주,5000,8930907
20220501,KR7012201000,A012205,계양전기1우선주,계양전기우,KeyangElectricMachinery(1P),19890802,KOSPI,주권,\N,구형우선주,500,1400000
20220501,KR7012200002,A012200,계양전기보통주,계양전기,KeyangElectricMachinery,19880706,KOSPI,주권,\N,보통주,500,32600000
20220501,KR7002140002,A002140,고려산업보통주,고려산업,KoreaIndustrial,19910114,KOSPI,주권,\N,보통주,1000,24939425
20220501,KR7198440000,A198440,고려시멘트,고려시멘트,"KOREA CEMENT co., Ltd.",20140813,KOSDAQ,주권,우량기업부,보통주,100,31979960
20220501,KR7049720006,A049720,고려신용정보,고려신용정보,"KORYO CREDIT INFORMATION CO., LTD.",20020131,KOSDAQ,주권,중견기업부,보통주,500,14300000
20220501,KR7010130003,A010130,고려아연보통주,고려아연,KoreaZinc,19900728,KOSPI,주권,\N,보통주,5000,18870000
20220501,KR7002240000,A002240,고려제강보통주,고려제강,KISWire,19760525,KOSPI,주권,\N,보통주,1000,23000000
20220501,KR7014570006,A014570,고려제약,고려제약,"KOREAN DRUG CO., LTD.",20001207,KOSDAQ,주권,우량기업부,보통주,500,11000000
20220501,KR7348150004,A348150,고바이오랩,고바이오랩,"KoBioLabs, Inc",20201118,KOSDAQ,주권,기술성장기업부,보통주,500,16815519
20220501,KR7098460009,A098460,고영테크놀러지,고영,Koh Young Technology Inc.,20080603,KOSDAQ,주권,우량기업부,보통주,100,68654755
20220501,KR7035290006,A035290,골드앤에스,골드앤에스,Gold&S,19991207,KOSDAQ,주권,중견기업부,보통주,500,36223910
20220501,KR7038530002,A038530,골드퍼시픽,골드퍼시픽,"Gold Pacific Co.,Ltd",20000609,KOSDAQ,주권,중견기업부,보통주,500,92016431
20220501,KR7215000001,A215000,골프존,골프존,"GOLFZON Co., Ltd.",20150403,KOSDAQ,주권,우량기업부,보통주,500,6275415
20220501,KR7121440002,A121440,골프존뉴딘홀딩스,골프존뉴딘홀딩스,"GOLFZON NEWDIN HOLDINGS Co., Ltd.",20110520,KOSDAQ,주권,중견기업부,보통주,500,42836818
20220501,KR7183410000,A183410,골프존데카,골프존데카,GolfzonDeca,20131112,KONEX,주권,일반기업부,보통주,500,4111161
20220501,KR7366030005,A366030,공구우먼,공구우먼,"09women Co., Ltd.",20220323,KOSDAQ,주권,중견기업부,보통주,100,3672100
20220501,KR7076340009,A076340,관악산업,관악산업,GWANAK CONSTRUCTION AND EQUIPMENT SERVICE,20150518,KONEX,주권,일반기업부,보통주,500,4871460
20220501,KR7009290008,A009290,광동제약보통주,광동제약,KwangdongPharmaceutical,19891117,KOSPI,주권,\N,보통주,1000,52420851
20220501,KR7014200000,A014200,광림,광림,"KANGLIM Co., LTD.",19930707,KOSDAQ,주권,중견기업부,보통주,500,89274672
20220501,KR7017040007,A017040,광명전기보통주,광명전기,KWANG MYUNG ELECTRIC,19900914,KOSPI,주권,\N,보통주,500,43337615
20220501,KR7029480001,A029480,광무,광무,Kwangmu,19960827,KOSDAQ,주권,관리종목(소속부없음),보통주,500,26017766
20220501,KR7017900002,A017900,광전자보통주,광전자,AUK,19961016,KOSPI,주권,\N,보통주,500,57943763
20220501,KR7037710001,A037710,광주신세계보통주,광주신세계,GwangjuShinsegae,20020207,KOSPI,주권,\N,보통주,1000,8000000
20220501,KR7026910000,A026910,광진실업,광진실업,KwangjinInd,19960103,KOSDAQ,주권,중견기업부,보통주,500,6405405
20220501,KR7355150004,A355150,교보10호기업인수목적,교보10호스팩,Kyobo 10 Special Purpose Acquisition Company,20200918,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5320000
20220501,KR7397880006,A397880,교보11호기업인수목적,교보11호스팩,Kyobo 11 Special Purpose Acquisition Company,20211220,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4440000
20220501,KR7331520007,A331520,교보9호기업인수목적,교보9호스팩,Kyobo 9 Special Purpose Acquisition Company,20191029,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3880000
20220501,KR7030610000,A030610,교보증권보통주,교보증권,"KYOBOSECURITIESCO.,LTD.",20020718,KOSPI,주권,\N,보통주,5000,64653296
20220501,KR7339770000,A339770,교촌에프앤비보통주,교촌에프앤비,KYOCHON FOOD&BEVERAGE,20201112,KOSPI,주권,\N,보통주,500,24982540
20220501,KR7053270005,A053270,구영테크,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,20020207,KOSDAQ,주권,중견기업부,보통주,500,26394174
20220501,KR7007690001,A007690,국도화학보통주,국도화학,KukdoChemical,19890805,KOSPI,주권,\N,보통주,5000,9010616
20220501,KR7005320007,A005320,국동보통주,국동,Kukdong,19961224,KOSPI,주권,\N,보통주,500,55208808
20220501,KR7066620006,A066620,국보디자인,국보디자인,KUKBO DESIGN,20020905,KOSDAQ,주권,우량기업부,보통주,500,7500000
20220501,KR7001140003,A001140,국보보통주,국보,KUKBO,19891202,KOSPI,주권,\N,보통주,500,69660070
20220501,KR7043650001,A043650,국순당,국순당,"KOOK SOON DANG CO., LTD.",20000824,KOSDAQ,주권,우량기업부,보통주,500,17858304
20220501,KR7006050009,A006050,국영지앤엠,국영지앤엠,KUK YOUNG G&M,19941007,KOSDAQ,주권,중견기업부,보통주,500,34895243
20220501,KR7060480001,A060480,국일신동,국일신동,"KUKIL METAL CO., LTD",20141229,KOSDAQ,주권,중견기업부,보통주,500,11090000
20220501,KR7078130002,A078130,국일제지,국일제지,"KUK-IL PAPER MFG CO.,LTD",20041022,KOSDAQ,주권,중견기업부,보통주,100,127617473
20220501,KR7307750000,A307750,국전약품,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",20181219,KOSDAQ,주권,우량기업부,보통주,100,49069269
20220501,KR7002720001,A002720,국제약품보통주,국제약품,Kukje Pharma,19751227,KOSPI,주권,\N,보통주,1000,20195149
20220501,KR7243870003,A243870,굿센,굿센,Goodcen,20161031,KONEX,주권,일반기업부,보통주,500,2583805
20220501,KR7035080001,A035080,그래디언트,그래디언트,Gradiant,19990705,KOSDAQ,주권,중견기업부,보통주,500,77637923
20220501,KR7114090004,A114090,그랜드코리아레저보통주,GKL,Grand Korea Leisure,20091119,KOSPI,주권,\N,보통주,500,61855670
20220501,HK0000307485,A900290,그레이트리치과기유한공사,GRT,Great Rich Technologies Limited,20161025,KOSDAQ,외국주권,외국기업(소속부없음),보통주,\N,67375000
20220501,KR7204020002,A204020,그리티,그리티,"GRITEE, Inc.",20180723,KOSDAQ,주권,중견기업부,보통주,500,20147430
